,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9
M_IZ_L265M1NAAA,63.074921,36.925079,1.185647,77.510054,1.133333,52.961745,1.046762,68.430921,0.587260,38.391257,0.558333,107.499253,0.398333,0.176667,-89.651367,69.417587,141.458170,-198.094444,-84.715526,30.161821,7.283316,20.879333,16.003667,4.875667,16.475066,54.286733,2.636333,-2.929333,5.565667,45.022037,68.708541,6.623667,-4.605667,11.229333,68.759342,56.326474,42.939667,43.874333,2.043000,10.719333,43.444667,10.719333,42.092333,3.336399,55.875374,95.235426,63.074921,-6.509000,1.822333,-7.635333,-6.955333,-6.631667,-11.003667,12.826000,40.352913,42.902631,75.277302,88.687140,3.030333,-13.609333,16.639667,60.821857,10.809315,3.010333,38.362667,2.275667,39.708000,61.032333,1.570667,59.826000,62.633573,28.798989,74.250345,98.825433,7.027667,-2.068333,9.096000,62.030854,62.277884,-3.107000,-26.536333,23.429333,24.032402,34.226190,6.441000,14.667000,-8.155333,-8.309000,12.005333,-8.575000,23.242000,48.664999,62.633573,97.052959,63.666413,33.132333,-29.856000,62.988333,86.180235,10.109508
M_IZ_L271M1NAAA,71.398663,28.601337,0.878107,57.019913,1.195000,50.218584,0.735349,47.749955,0.461110,29.942208,0.593333,101.167949,0.381667,0.220000,-65.383830,73.910823,113.766175,-166.810895,-73.825081,36.019519,-14.306367,25.509333,19.250667,6.258667,35.380432,43.989629,1.158333,-3.861667,5.020000,27.472003,65.606765,12.741667,-3.935333,16.677000,36.985667,53.282879,48.801000,49.185000,12.507000,25.284667,50.842667,25.284667,38.585667,5.337844,61.213180,87.456989,71.398663,-10.178000,2.690667,-10.451333,-3.819000,-3.819000,-12.970000,16.059667,57.596378,2.352624,71.398663,94.472755,-5.341667,-19.273000,13.931333,30.847343,65.686342,12.316000,49.523333,12.282333,50.449667,57.172000,10.667333,46.874667,70.980175,0.416114,77.689995,98.749127,0.746333,-13.245000,13.991333,74.462880,49.084662,5.134333,-24.462667,29.597000,54.680110,76.274007,3.478333,24.414333,-5.121333,3.258333,5.714667,0.340667,29.535667,59.255461,7.669884,96.080127,83.423213,13.611333,-19.539333,33.150667,9.762325,77.299994
M_IZ_L285M1NAAA,67.950079,32.049921,1.027053,61.134127,1.481667,40.566867,0.693969,41.307666,0.553727,32.959921,0.763333,78.747880,0.421667,0.296667,-79.830189,63.638881,55.538320,-90.535854,-97.510202,24.956530,31.129008,21.797333,5.607667,16.189667,36.559910,98.079530,7.240667,-0.763000,8.003667,66.815242,2.934988,9.268333,-8.714333,17.982667,34.867248,84.888427,30.248000,32.676667,-7.792000,7.223667,32.866333,7.223667,41.653000,6.538873,51.626980,94.970691,67.950079,-2.303333,5.931333,-4.359000,-4.395000,-4.088333,-8.627667,14.559000,51.166613,46.421546,78.272660,82.049445,-4.950333,-26.460333,21.510000,65.260790,26.925877,8.844333,22.381333,-0.847333,22.946000,31.416000,11.388333,32.263333,67.612022,41.665177,84.806857,100.000000,6.403667,-1.422000,7.825667,99.523810,57.819883,2.471667,-12.109333,14.581000,19.360875,65.840898,-8.525333,10.596333,-22.615333,-20.543000,-2.696333,-20.543000,33.211667,47.351630,65.107488,91.225989,67.950079,26.371000,-38.960333,65.331333,88.518269,32.731956
M_IZ_L288M1NAAA,67.435003,32.564997,1.209640,67.202222,1.070000,56.087832,1.130968,62.831572,0.583877,32.437593,0.541667,110.977553,0.353333,0.175000,-95.609195,96.253777,200.044741,-195.402936,-112.622234,27.205470,37.376381,10.938000,7.081667,3.856333,47.045507,54.673088,6.523000,-2.004667,8.527667,19.478163,72.126573,0.361667,-8.095333,8.457000,54.276977,62.991539,28.286667,30.248333,-11.353000,3.067000,30.610667,3.067000,42.753333,7.787155,54.532840,95.860127,67.435003,-1.562000,2.482000,-7.896000,-7.784667,-2.356667,-8.483333,11.029000,20.574330,66.188789,91.310140,72.117890,3.789000,-13.550000,17.339000,45.202778,17.608350,7.413000,43.016000,-1.350000,44.604000,57.691333,6.127333,59.041333,66.967605,44.714611,75.398472,99.065203,6.332667,-1.319000,7.651667,91.913186,78.046883,14.801667,-8.663667,23.465333,16.224283,33.650794,7.187333,17.330667,-8.687000,-6.537333,10.733667,-6.537333,26.017667,52.972131,65.418438,95.458260,67.435003,29.391667,-13.717000,43.108667,77.836095,74.304945
M_IZ_L315M3NAAA,62.311429,37.688571,1.195900,74.743750,1.131667,53.044343,1.057900,66.118769,0.603757,37.734792,0.576667,104.204096,0.396667,0.158333,-32.766311,47.050144,61.610326,-71.945440,-0.032352,-4.954723,-0.512987,25.419667,12.395000,13.024667,52.738447,96.462203,7.114333,-5.306667,12.421000,42.866773,66.777156,0.725667,-14.129333,14.855000,100.000000,44.683195,53.451667,54.823333,24.941000,27.266000,55.413000,26.581000,31.267333,5.957264,49.920249,98.238035,64.248420,9.299333,13.475333,-3.341000,-3.725000,1.607333,-6.293667,19.769000,13.546831,61.869393,90.338406,67.770543,-3.384333,-19.578333,16.194000,39.987088,47.971198,48.519667,65.574333,45.353000,66.387667,71.474667,47.296667,26.356000,61.869393,40.679885,71.595696,96.034483,-5.509333,-20.040667,14.531333,77.557379,23.076796,5.716667,-11.991000,17.707667,26.416309,73.025044,20.150667,23.167000,11.369333,13.191333,23.256333,10.266333,14.808667,19.579254,24.395343,94.586699,77.930448,26.244667,-19.553667,45.798333,11.194284,83.102953
M_IZ_L324M1NAAA,62.703941,37.296059,1.296823,73.697383,1.206667,49.727355,1.074900,61.085766,0.646553,36.743047,0.670000,89.565541,0.371667,0.165000,-104.616589,69.074203,157.922481,-73.404325,-55.151080,37.499110,13.344845,23.085000,13.391333,9.693667,69.461679,94.491776,3.564000,-3.970667,7.534667,28.190594,43.584989,-0.649667,-11.490667,10.841000,74.273859,64.703051,41.809000,43.118333,-1.818333,15.848667,40.764333,15.848667,44.936667,7.449915,48.478455,100.000000,62.703941,0.849000,6.124667,-5.771000,-5.897667,1.045000,-6.521333,12.646000,16.018920,62.289546,97.495327,66.852517,4.120000,-12.929000,17.049000,60.900545,36.114176,7.968000,38.001667,1.490000,38.792333,41.409000,8.468000,39.919000,62.289546,28.746448,64.642703,96.981403,0.613000,-8.193333,8.806333,79.674852,61.185218,0.488333,-18.310667,18.799000,45.109485,78.920390,6.624000,17.340000,-10.715000,1.449333,6.942667,-0.397667,28.055000,47.937723,4.834423,93.461514,73.562024,40.454000,-14.214667,54.668667,88.860190,38.909193
M_IZ_L351M1NAAA,73.657185,26.342815,0.487797,27.404307,1.051667,57.595514,0.474163,26.638346,0.207537,11.659363,0.560000,110.110110,0.213333,0.278333,-31.140054,23.252578,88.909203,-99.901773,-87.205534,-2.343485,67.284390,29.187000,26.393000,2.794000,63.372239,41.745373,0.985000,-2.114667,3.099667,25.631008,69.768708,0.252000,-8.329333,8.581333,29.882562,76.478387,49.223667,50.450333,39.069667,49.912000,50.034667,46.723667,11.490333,52.314340,49.530016,75.194116,91.028216,0.517333,3.079000,-2.612000,-2.674667,0.968667,-2.733667,5.812667,40.045724,73.177222,98.693307,75.917923,15.681333,-1.072667,16.754000,32.063381,32.640198,36.659333,55.254667,23.517667,55.389667,55.623000,25.345667,32.105333,73.177222,19.546915,75.002108,100.000000,2.600667,-4.775333,7.376000,89.906314,45.225674,-9.981667,-28.529333,18.547667,25.357285,30.689051,2.688333,14.770333,-12.842333,-11.848333,6.011000,-11.848333,27.612667,41.457186,71.722631,96.461976,73.657185,28.178000,1.185333,26.992667,82.988877,78.390155
M_IZ_L356M1NAAA,66.600335,33.399665,0.800827,67.885728,0.993333,60.877207,0.812204,68.852173,0.385337,32.664932,0.470000,128.349179,0.375000,0.148333,-95.794344,123.224741,188.179027,-177.580846,-168.734161,7.592431,36.062429,33.311000,28.299000,5.012000,47.113594,40.620423,1.898333,-9.837000,11.735333,18.310253,77.236231,7.522667,-5.594000,13.116667,31.644593,54.973435,62.981333,63.718000,15.059667,22.980333,64.262667,22.980333,50.168333,2.051282,57.805124,95.807539,66.600335,-13.011333,-2.921667,-22.793667,-23.289000,-13.745667,-24.852667,21.931000,14.537154,66.093025,91.447507,69.503814,-9.451667,-27.544667,18.093000,11.932362,63.495717,23.744333,42.535000,17.626333,44.260000,65.353333,24.449333,48.202000,66.093025,52.083971,77.620775,99.207669,7.026667,-13.724667,20.751333,66.970348,75.035160,9.955667,-5.321333,15.277000,59.958213,94.995503,-6.042333,14.921333,-12.963333,-12.949667,8.124333,-12.981333,28.095333,41.953410,66.093025,88.362066,66.786554,25.981667,-21.243000,47.224667,59.029038,53.424327
M_IZ_L357M1NAAA,68.263874,31.736126,1.334787,85.563248,1.240000,48.681547,1.085714,69.597045,0.664083,42.569444,0.580000,103.783508,0.376667,0.283333,-72.894656,90.638705,158.344605,-135.304124,-137.208156,-14.569819,89.041015,27.706667,21.812333,5.894333,36.721907,56.880498,10.473333,1.765333,8.708000,53.125902,65.041842,11.941667,-8.567333,20.509000,38.413992,24.477245,48.921333,49.388333,5.689667,14.657333,51.647000,14.657333,46.247000,3.198032,57.723598,94.894604,68.263874,-1.169667,6.788000,-2.983333,0.550667,0.562333,-6.571000,13.498667,52.907060,25.805412,69.056220,96.975355,-4.001667,-33.351333,29.349667,71.422527,35.988220,20.889667,46.900000,10.050333,47.854333,53.906333,9.549667,45.198000,67.858195,48.261820,73.333807,100.000000,-2.792333,-14.172667,11.380333,44.946230,49.902710,32.640667,11.482000,21.158667,81.874361,63.982659,16.134000,22.236333,-10.714667,-11.000000,25.482667,-12.026333,40.332667,26.215806,67.858195,92.458542,68.963100,38.360000,-2.717000,41.077000,96.726190,73.271341
M_DR_L035M3NAAA,65.365372,34.634628,0.978843,63.151183,1.045000,57.461285,0.938378,60.540485,0.519027,33.485591,0.540000,111.136522,0.321667,0.176667,-59.871397,74.735257,122.800321,-142.494994,-80.018876,6.672288,30.187780,27.729333,12.151333,15.578000,59.559058,32.019704,10.568667,-2.324667,12.893333,44.567450,28.355382,24.424667,4.851000,19.573667,69.211247,58.018507,42.214000,45.238000,11.148333,17.520333,43.694333,17.496667,34.089667,8.674260,46.066496,100.000000,65.687433,-14.704000,7.224000,-15.093000,-1.697667,-1.151667,-16.128667,23.419667,52.742676,2.415459,70.962112,97.728683,21.450333,6.015000,15.435333,30.457224,21.387949,24.391333,44.157000,8.112333,44.812000,57.542333,25.665667,49.430000,64.886528,33.833698,80.549613,100.000000,19.669667,6.927000,12.742667,85.581710,45.304332,-1.690333,-25.404000,23.713667,65.616475,91.754763,4.936333,13.022000,-3.429000,-2.741000,7.163667,-2.745667,16.507667,46.669266,43.995591,87.578638,65.526402,-1.098000,-23.761000,22.663000,71.481284,36.303175
M_DR_L374M1NAAA,75.097029,24.902971,0.653053,42.132473,1.716667,35.026222,0.379705,24.497101,0.326720,21.078710,0.938333,64.007807,0.453333,0.331667,-59.678741,17.460274,28.792419,-79.757671,17.652097,-781.556910,33.087776,26.551667,7.689333,18.862333,77.324794,32.323232,1.089333,-3.305667,4.395000,53.811443,76.379402,9.604667,-7.129333,16.734000,41.689210,83.815816,34.419000,40.442667,13.078000,41.032667,49.025000,36.426667,35.947000,74.805144,53.947108,83.262298,100.000000,-5.626333,2.437667,-11.019000,-10.903667,-3.378667,-11.006333,13.587000,37.489135,74.137815,94.116685,75.596031,3.659667,-7.421667,11.081333,58.819936,35.296570,21.231333,53.558333,16.710333,53.627667,53.703333,19.819667,37.039333,74.805144,53.591277,75.497440,100.000000,1.608667,-6.484000,8.092667,76.559122,83.427650,3.476000,-9.034667,12.510667,85.945516,58.250503,0.320667,15.279333,-9.361000,-6.232333,2.800000,-6.232333,24.640333,49.072060,72.462546,91.714038,75.097029,2.271333,-21.531667,23.803000,82.544479,45.412325
M_IZ_L035M3NAAA,69.040261,30.959739,1.003367,64.733333,1.038333,57.839710,0.966320,62.343226,0.484340,31.247742,0.498333,120.879121,0.361667,0.178333,-109.274661,86.868594,115.978302,-117.027281,-7.292645,-5.149137,19.662515,28.456667,13.458333,14.998333,80.161302,48.528833,1.010000,-12.170667,13.180667,53.839171,66.355140,-4.851000,-26.874000,22.023000,9.804489,61.219501,59.328333,62.505667,11.334333,26.054667,65.793333,26.054667,54.459000,7.382760,50.774284,96.443805,69.040261,-6.136333,4.168333,-8.253333,-4.515333,-2.970667,-9.888333,14.737333,28.155531,16.825397,74.084023,93.328160,-3.925667,-24.135000,20.209333,70.731547,45.629237,38.994000,52.575667,19.089000,53.664333,64.248667,43.192000,45.159667,68.558264,47.582386,82.063514,100.000000,0.681000,-17.470667,18.151667,49.930956,87.780804,23.952667,-3.406000,27.358667,62.527315,61.035402,-0.154667,13.839667,-5.759667,-4.012000,5.607000,-4.012000,19.599333,22.309799,66.336422,98.894949,69.040261,28.454000,-9.029667,37.483667,47.601716,76.064658
M_IZ_L374M1NAAA,73.665645,26.334355,0.662570,42.746452,1.723333,34.846877,0.384654,24.816410,0.335850,21.667742,0.785000,76.511387,0.428333,0.510000,-37.930029,46.115207,93.054477,-127.621712,-60.272171,19.845887,30.844556,26.551667,9.713333,16.838333,31.819334,54.191801,3.305667,-2.289333,5.595000,30.891017,79.392352,7.129333,-13.262333,20.391667,38.230662,90.435074,40.415667,42.476333,13.902000,28.951333,42.565667,28.951333,29.726000,12.818577,59.308186,93.715263,73.665645,1.532000,5.640000,-2.248000,-1.831000,3.255667,-2.064333,8.197000,41.886731,72.348177,99.404621,74.739797,5.114000,-7.871333,12.985333,70.342307,53.946511,19.230000,58.897000,14.573667,59.636000,65.940667,16.063667,52.073333,73.375255,12.777325,78.235835,99.425714,-2.498000,-9.574000,7.076000,56.299244,77.892444,-1.262667,-13.181667,11.919000,89.660263,39.041268,1.716333,17.193000,-8.988667,-5.453000,4.633000,-5.491667,26.181667,59.381000,6.106306,92.144995,73.855634,0.854000,-10.383667,11.237667,61.929516,75.397175
