,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9
M_IZ_L052M2NAAA,71.490938,28.509062,0.925657,60.526873,1.261667,47.571437,0.734176,48.006459,0.483837,31.636828,0.591667,101.565217,0.435000,0.238333,-44.287077,83.937414,167.462890,-205.145809,-97.395121,20.114215,46.188553,27.607667,21.458000,6.149667,49.768664,52.152778,-1.471667,-8.335667,6.864000,32.532605,82.738311,8.496333,-1.017333,9.513667,71.680217,69.943931,50.011333,50.789667,11.102333,24.151667,52.908333,24.151667,41.985333,7.390329,59.060856,93.409354,71.490938,-11.044333,-1.638667,-11.061333,-8.399000,-8.399000,-12.088333,10.449667,57.071888,0.130719,71.490938,92.426782,4.759333,-9.145333,13.904667,57.380826,91.777970,14.869667,48.881000,8.119333,50.200333,63.891000,12.349000,56.682000,71.094510,53.382365,78.893385,99.348958,3.230667,-3.894000,7.124667,61.128435,55.713088,13.259000,-0.139667,13.398667,54.921950,54.250533,0.146000,18.861333,-8.721333,-6.425667,8.806000,-7.048333,28.148333,46.070847,48.943214,89.175086,82.560179,8.883333,-34.996667,43.880000,78.965171,77.309713
M_IZ_L059M1NAAA,64.697383,35.302617,1.189907,78.837222,1.041667,57.739200,1.146551,75.964248,0.546763,36.226341,0.526667,114.714632,0.366667,0.148333,-111.577819,115.415813,211.550593,-173.803006,-138.537828,16.865754,45.193050,11.327667,2.668667,8.659000,64.275037,57.001310,2.000667,-5.201667,7.202333,13.956940,67.184182,11.169000,-7.033000,18.202000,65.500000,51.165645,38.520000,40.490667,-10.898333,3.817333,36.810667,3.817333,51.389000,5.474966,51.779773,97.757848,64.697383,-9.311000,2.524333,-10.702667,-10.186333,-8.323000,-12.051333,14.795333,16.353121,41.443946,77.799694,76.022155,0.349333,-11.659667,12.009000,62.885302,36.862770,10.575333,49.361333,6.637000,50.760333,62.803000,7.856000,57.489667,64.216223,42.639383,72.596990,96.396735,2.184333,-6.006333,8.190667,87.399503,66.191190,6.529667,-14.875333,21.405000,64.276725,61.560664,-5.771000,7.226667,-17.723333,-17.192000,0.729667,-17.241333,25.139000,47.267127,63.571697,92.847778,64.864050,4.753000,-29.347333,34.100333,87.617458,33.530095
M_IZ_L060M1NAAA,72.393408,27.606592,0.961377,49.820331,1.213333,49.650926,0.793249,41.108238,0.471640,24.441355,0.570000,105.664732,0.375000,0.268333,-76.943118,57.997426,90.642135,-102.909167,239.453652,32.328940,49.560774,17.644667,9.415667,8.229000,58.713834,49.139453,6.117000,-0.365667,6.482667,44.178246,55.400027,10.368333,-8.839333,19.207667,41.707330,60.242144,37.456667,37.686667,-1.767000,15.569000,39.436000,15.569000,41.301667,4.773378,55.663296,95.822463,72.393408,-0.416333,6.170000,-1.167333,0.068333,1.318333,-2.588667,9.039667,56.717839,33.261497,98.924731,81.421144,8.732333,-3.272333,12.004667,70.541847,65.765766,18.086333,38.897000,0.958000,39.850000,46.412333,20.160667,45.454333,71.979650,36.318286,79.509376,100.000000,9.235667,3.615333,5.620333,78.130203,69.977235,-6.446667,-19.529667,13.083000,78.698982,26.403532,2.885000,19.028000,-5.094333,-4.193333,10.031333,-4.197667,24.122333,58.119795,70.495721,89.610775,72.662225,14.219667,-9.106333,23.326000,98.252688,72.381440
M_IZ_L076M3NAAA,66.468799,33.531201,1.078493,57.983513,1.253333,47.901715,0.860771,46.278015,0.550777,29.611649,0.663333,90.522268,0.381667,0.208333,-22.672116,62.609042,119.908323,-144.591315,-121.584092,5.631715,64.358453,9.591333,6.987333,2.604000,68.849934,23.585000,3.305333,-0.720667,4.026000,26.266070,26.763397,8.866000,-1.341000,10.207000,35.900125,58.546954,28.464667,28.643000,-2.257667,8.236000,31.399000,8.236000,33.656667,2.049180,52.821222,90.711448,66.468799,-6.929333,2.999667,-9.623667,-9.790667,-5.267333,-12.181333,15.181000,43.308710,66.069618,100.000000,75.941753,1.461333,-10.872667,12.334000,56.504525,62.547750,15.342000,45.392667,10.713000,46.233667,55.021333,10.054000,45.153333,66.069618,43.324216,75.770432,99.330656,7.796667,-1.786000,9.582667,79.751586,12.639922,11.484000,-5.158333,16.642333,12.639922,85.131235,4.005000,15.930333,-14.856000,-15.337000,4.673000,-16.147667,32.078000,46.301411,66.069618,91.197026,68.569351,21.883667,-1.704000,23.587667,79.797780,81.085741
M_IZ_L077M1NAAA,63.168925,36.831075,1.032173,62.204374,1.271667,47.183308,0.811743,48.920121,0.513880,30.969611,0.655000,91.635097,0.421667,0.195000,-0.958803,52.530977,101.158999,-148.199401,-72.900627,2.652731,43.886863,2.187000,-7.033000,9.220000,69.852202,23.731138,11.236333,0.796667,10.439667,15.988705,66.708180,13.899000,0.480000,13.419000,24.525778,72.631895,12.636333,12.753333,-19.698667,-10.432333,19.000333,-10.432333,38.699000,2.635046,52.027734,87.947363,63.168925,3.471000,12.786667,3.104333,2.942000,4.722667,0.844333,11.942333,20.973616,42.040823,90.139325,68.812079,8.773000,-12.804333,21.577333,43.090809,87.645693,2.471333,33.310333,-0.396000,34.549000,52.563667,-0.662333,53.812000,62.775731,25.700210,73.135684,98.822987,1.755333,-6.295333,8.050667,26.343531,73.141317,2.700000,-9.280000,11.980000,71.032822,24.645673,-0.206667,16.742667,-9.829000,-5.604000,7.560667,-7.971667,26.571667,50.982992,4.455851,84.796140,65.007776,10.629000,-11.526333,22.155333,67.579596,72.218568
M_IZ_L080M1NAAA,66.638245,33.361755,0.818310,70.543966,1.286667,47.110682,0.641276,55.282403,0.422750,36.443966,0.601667,100.878053,0.488333,0.196667,-62.359054,135.690685,210.076378,-162.374355,-176.795174,25.309994,23.281198,28.435667,8.923667,19.512000,72.824825,46.019913,-3.305000,-16.725333,13.420333,10.883240,71.009510,1.097333,-26.126333,27.223667,98.564815,56.489275,61.069000,61.247000,1.400000,20.111667,63.526667,20.111667,62.210667,1.544402,58.028153,95.951916,66.638245,-4.416333,7.671333,-15.374333,-14.371000,-2.613000,-14.573000,23.364000,13.483215,64.161429,83.189046,67.378986,15.688667,-2.695667,18.384333,77.006685,65.223456,22.696667,50.098667,15.210000,51.976000,73.875333,18.506000,60.039333,66.245656,42.182861,74.059488,99.292596,1.578000,-14.719667,16.297667,33.037037,68.988238,8.905667,-9.639333,18.545000,47.104193,90.454740,2.960667,20.516667,-11.350333,-11.610000,5.657667,-12.290667,33.062333,52.107804,66.116956,96.474117,67.082690,9.179000,-6.273667,15.452667,60.674407,71.235611
M_IZ_L085M2NAAA,74.085286,25.914714,0.645663,44.223516,1.785000,33.629524,0.361715,24.775018,0.304467,20.853881,0.925000,65.018291,0.448333,0.411667,-39.151217,11.769701,21.299494,-63.479341,-81.216767,12.749322,0.077955,16.455333,9.149667,7.305667,56.858419,32.546224,4.171000,-4.670667,8.841667,36.831008,58.551862,3.481000,-6.230000,9.711000,36.835570,60.536055,43.576000,43.584667,10.665667,21.625000,44.363333,21.625000,34.947667,2.017291,59.413277,96.727920,74.085286,-4.294333,9.116000,-7.706333,-7.695000,-2.441000,-7.760333,16.918000,48.105137,73.525711,92.553639,74.909945,2.582667,-11.313000,13.895667,60.900353,47.533116,28.221667,47.938333,16.265333,47.995667,51.237333,29.813000,34.972000,73.805040,43.391429,81.069657,100.000000,-4.286333,-13.387667,9.101333,59.871876,72.125397,9.752333,-1.135000,10.887333,74.358510,63.102543,4.779333,17.604333,-1.849000,2.401333,12.703000,2.401333,19.453333,53.634860,26.455116,87.146946,74.085286,26.584667,3.184667,23.400000,69.317950,34.586910
M_IZ_L091M2NAAA,70.052739,29.947261,1.224173,68.009630,1.615000,37.166489,0.758206,42.122549,0.618013,34.334074,0.741667,80.919540,0.523333,0.350000,4.045650,52.502559,114.395401,-161.172422,-67.916328,-0.923411,88.174899,9.311000,5.380667,3.930333,39.288522,22.088353,3.057667,-3.899000,6.956667,22.719518,72.435840,3.500667,-3.527333,7.028000,37.651465,54.348308,27.280333,27.463000,-9.956333,6.368333,31.264667,6.368333,41.221000,1.149777,60.249606,89.370887,70.052739,-3.984667,1.702333,-12.849333,-12.998667,-6.088000,-13.664333,15.366667,39.874815,69.743018,100.000000,72.236022,25.997000,7.350667,18.646333,34.271819,68.008849,3.507667,50.850333,1.272000,52.262000,66.401333,1.444667,65.474667,69.743018,41.430153,76.042585,97.913353,23.187333,5.561333,17.626000,82.649902,41.261620,18.098333,-12.975000,31.073333,73.674723,99.789695,5.605000,13.468333,-14.947333,-15.133667,18.341333,-15.510667,33.871667,46.736726,69.743018,81.513392,70.784863,20.230000,-26.723333,46.953333,44.477587,77.068384
M_IZ_L139M1NAAA,79.561277,20.438723,0.719063,42.801389,2.181667,27.518110,0.330080,19.647645,0.320683,19.088294,1.106667,54.339678,0.441667,0.633333,-14.969005,11.935493,32.403643,-172.700142,-24.619051,18.247740,341.048736,24.293000,20.407667,3.885333,52.536684,59.640715,3.348333,-7.530333,10.878667,14.596972,61.026859,7.542667,-0.825667,8.368333,51.144366,69.052965,38.617667,38.869333,13.993667,35.084000,45.194667,35.052333,31.201000,25.794531,55.686233,89.338252,87.026169,-5.146333,0.774000,-12.364333,-10.842000,-5.378000,-10.842000,13.138333,21.722263,72.298303,93.529068,79.561277,3.912333,-9.427000,13.339333,89.830692,22.185455,8.019000,61.225000,0.888000,61.743667,67.717667,5.866333,66.829667,79.331959,16.457489,83.840063,99.608764,6.893667,-2.492000,9.385667,86.143001,64.597852,1.245333,-11.101000,12.346333,56.502243,75.516128,0.297667,20.769333,-37.825333,-32.919667,13.966333,-32.919667,58.594667,59.352063,76.821401,90.501343,79.561277,18.420333,-20.663667,39.084000,65.264737,86.803852
M_IZ_L148M1NAAA,60.435901,39.564099,1.059197,69.683991,1.350000,44.556438,0.786585,51.748983,0.583587,38.393860,0.716667,84.376546,0.410000,0.223333,-49.377782,18.586768,41.463433,-101.450476,-28.870564,-0.210317,-0.616933,40.321667,27.050333,13.271333,43.209427,93.478691,-2.524000,-13.924000,11.400000,98.251748,58.441179,-8.307333,-30.816667,22.509333,100.000000,54.164278,64.886333,66.739000,41.836000,48.680333,66.121667,48.540333,25.248333,7.696029,48.772082,100.000000,62.602914,5.094000,10.689000,-2.361667,-2.429000,0.638667,-3.779333,14.468333,20.287667,59.948047,100.000000,76.461383,14.997333,3.108667,11.888667,70.920849,17.098386,23.430333,49.276667,20.664000,49.962000,58.102667,25.326667,37.438667,60.064597,41.179701,70.860507,99.235739,-1.675333,-11.956333,10.281000,92.825932,61.638257,5.138000,-9.635000,14.773000,53.059118,77.513569,-8.317333,9.976333,-9.819667,-9.057333,-7.084667,-9.730000,19.925333,25.255099,41.707720,83.952004,83.996171,25.313000,1.192000,24.121000,97.126319,66.691387
M_IZ_L148M6NAAA,66.894686,33.105314,0.954790,58.587907,1.243333,48.271182,0.767987,47.125134,0.486883,29.875955,0.663333,90.523969,0.353333,0.226667,-35.905108,20.982471,73.833127,-96.400564,-35.537300,37.410153,22.102520,35.930000,22.218333,13.711667,51.109814,64.921355,-1.489000,-13.901667,12.412667,22.514350,69.453548,-9.029667,-25.225667,16.196000,14.924320,56.035930,48.370000,50.953333,31.573333,37.170000,48.608333,37.170000,19.380000,8.988472,52.284518,91.503514,66.894686,4.502333,11.563000,0.203000,0.063667,3.284667,-1.136333,12.699333,30.590096,66.492426,95.511204,74.799547,17.389333,-2.091000,19.480333,75.744179,22.394799,10.694333,39.730000,9.770333,40.323000,44.190667,9.960000,35.054000,66.492426,12.996982,71.589150,98.270731,-1.359000,-14.009000,12.650000,35.223045,62.604519,-11.935000,-35.582667,23.647667,50.299649,79.352995,-6.324667,14.249667,-12.203667,-11.468667,-1.073667,-11.468667,26.453333,48.141011,65.556833,93.590952,66.894686,23.641667,-38.655667,62.297333,87.776281,27.425558
M_IZ_L157M1NAAA,66.331380,33.668620,1.119970,78.319580,1.321667,45.399109,0.847108,59.238320,0.538463,37.654779,0.646667,92.792103,0.383333,0.291667,-56.437286,56.102367,29.269070,-75.635956,-70.639408,-7.312457,39.085349,26.280333,9.637667,16.642667,73.895039,48.854962,12.211000,-0.283333,12.494333,28.536313,46.877997,23.384333,1.860333,21.524000,30.766788,26.691729,47.636000,48.243000,2.588667,6.629333,43.490667,6.629333,45.829667,6.560680,62.673907,99.239995,66.331380,1.107000,15.891667,-6.678667,10.156667,10.156667,-8.503667,26.856333,54.825635,29.739753,66.331380,87.143604,-12.683333,-33.947667,21.264333,98.730616,53.121779,33.731333,41.756667,29.731000,32.283667,46.757667,29.650333,17.248333,9.836474,25.458338,83.349812,100.000000,-7.160333,-20.886333,13.726000,47.297038,72.204886,22.828333,4.477667,18.350667,48.367978,77.047411,-7.538667,15.926667,-13.181000,-10.377333,6.327000,-10.899333,29.152000,37.075918,43.566936,86.504119,77.527309,17.551667,-47.889333,65.441000,71.524082,31.470257
M_IZ_L157M2NAAA,65.582494,34.417506,1.179193,81.888426,1.235000,48.684273,0.959693,66.645332,0.644807,44.778241,0.645000,93.268455,0.326667,0.263333,-40.663555,49.814455,25.849570,-75.936193,-29.242587,5.289689,35.244149,37.643333,20.020333,17.623000,74.307741,79.552083,11.765000,1.665667,10.099333,69.237866,21.854438,16.309667,-7.624333,23.934000,51.992716,0.982194,55.051000,57.559667,16.215000,19.002000,57.801333,19.002000,43.895000,5.168922,58.703194,100.000000,65.582494,6.923667,12.925667,-2.446333,4.137667,9.017667,-5.802667,19.072667,48.431560,34.075316,88.719899,86.538263,-4.178667,-19.820333,15.641667,78.035120,61.725145,34.129667,45.763333,30.667667,39.095667,49.695000,33.434000,19.027333,26.323962,36.073871,84.355302,88.570016,-5.739667,-15.132667,9.393000,46.330611,84.770342,15.301333,3.911000,11.390333,56.496838,76.954661,3.214667,23.872667,2.078667,11.373333,20.066000,-0.637667,24.693000,31.218210,1.219441,84.631927,98.600533,7.985000,-28.531000,36.516000,79.957709,48.498844
M_IZ_L157M3NAAA,66.097041,33.902959,1.235317,84.610731,1.255000,47.880425,0.987207,67.616885,0.617510,42.295205,0.620000,96.790982,0.346667,0.288333,-49.793026,47.714775,19.262415,-45.052767,-37.555973,-0.963784,36.046946,33.589667,18.583333,15.006333,59.641053,80.658837,12.987667,2.103333,10.884333,62.346128,56.939709,24.015000,-1.780333,25.795333,53.108017,3.184896,50.121333,54.304667,15.191000,17.239333,54.104000,17.239333,40.975667,7.913011,62.663710,100.000000,66.097041,1.791000,10.047000,-3.271667,4.270000,4.390667,-6.013000,16.060000,52.859345,23.204596,66.937377,85.627097,-8.551667,-27.961667,19.410000,33.140343,82.800565,34.208333,46.205333,30.919000,43.842667,46.747333,29.840333,17.766667,45.227557,13.066483,78.532298,98.719341,-3.283333,-17.165667,13.882333,64.698023,69.728995,8.661333,-3.663333,12.324667,43.145317,54.972726,6.700000,27.584000,2.210667,7.673000,16.869333,-4.239667,31.823667,32.561033,2.544636,86.151985,99.333227,15.639000,-54.057667,69.696667,55.726469,16.889665
M_IZ_L157M4NAAA,67.882600,32.117400,1.061037,72.673744,1.323333,45.340194,0.801792,54.917236,0.557550,38.188356,0.685000,87.632124,0.308333,0.330000,-3.248786,16.000600,15.220336,-61.192324,-87.037679,-1.799527,32.189671,24.012333,13.198667,10.813667,72.038784,98.235182,9.725667,4.010667,5.715000,26.205927,27.924528,20.668333,-0.366333,21.034667,41.067753,26.792453,57.302000,58.746667,21.422333,24.861333,57.690333,24.861333,37.629000,5.544597,60.453593,98.740233,67.882600,0.003667,6.016667,-2.666667,2.004333,2.004333,-8.959000,14.975667,56.800076,22.166000,67.882600,86.272632,-25.890667,-43.405000,17.514333,0.882409,34.004669,42.634667,55.885667,42.247667,55.643667,57.850333,40.253000,17.640333,65.617496,1.888222,72.788260,99.873737,-18.214667,-29.905667,11.691000,95.974843,35.228702,27.198333,12.519667,14.678667,37.658662,51.050124,0.758000,23.332000,-2.019667,3.871000,12.846000,-5.309000,28.641000,35.764246,23.775491,84.253859,98.235658,12.016667,-98.483333,110.500000,61.592815,43.450067
M_IZ_L157M5NAAA,69.157884,30.842116,1.145390,72.493038,1.393333,43.135790,0.824146,52.161158,0.609793,38.594515,0.716667,83.785860,0.338333,0.338333,-58.604981,39.636419,28.379782,-103.228611,-28.459492,-3.026267,29.468376,33.270000,23.160000,10.110000,57.968420,45.792405,11.164667,-1.215000,12.379667,31.552354,52.786729,23.099000,-2.764333,25.863333,34.175112,51.718582,64.456667,64.507000,28.031333,31.673667,66.674333,31.673667,38.672333,0.483092,62.743816,97.547699,69.157884,-5.246000,6.367667,-8.069667,-2.078667,-1.215000,-13.959000,20.326667,54.362225,23.727538,80.060140,83.980137,-4.996333,-25.190667,20.194333,33.121364,26.773845,42.250000,58.230333,40.359667,57.921667,65.681000,40.511000,26.017000,67.597565,11.309199,82.781488,100.000000,-4.508667,-17.943333,13.434667,91.545894,34.067441,18.891000,7.120333,11.770667,61.006813,53.487367,0.147667,22.070000,-3.637667,-2.376333,10.119667,-6.079333,28.444333,31.121541,46.468526,86.835360,89.097744,11.536333,-80.009000,91.545333,65.084165,34.400053
M_IZ_L162M1NAAA,64.850863,35.149137,1.243247,71.042667,1.250000,48.037677,0.996163,56.923585,0.607700,34.725714,0.633333,95.105726,0.416667,0.200000,-11.382986,32.080368,91.495709,-161.637160,-2773.910256,-37.168783,13.176958,16.075000,9.023667,7.051333,32.100994,72.799581,2.696667,-2.816667,5.513333,28.519100,67.404500,11.927667,2.409667,9.518000,100.000000,54.866562,33.842667,33.864667,-3.493667,4.502000,34.000000,4.502000,37.824000,0.528519,56.203558,100.000000,64.850863,-6.461333,5.524000,-9.056667,-9.449667,-8.050667,-12.105333,17.629333,45.130822,64.450549,82.349555,70.447410,-7.158000,-22.825000,15.667000,35.159602,62.318158,0.811000,44.148667,-0.184333,45.477667,57.924667,-1.897667,59.822333,64.450549,42.833595,72.080063,96.083203,0.038000,-6.347667,6.385667,85.795395,56.467818,3.302000,-15.226333,18.528333,71.177394,29.589220,0.193000,5.947000,-14.903000,-14.268000,2.177333,-14.268000,20.859667,44.722658,44.811617,85.607012,64.850863,10.411333,-20.516333,30.927667,72.017268,54.366824
M_IZ_L180M1NAAA,67.474678,32.525322,1.131770,64.672571,1.255000,47.830661,0.902394,51.565373,0.570777,32.615810,0.625000,96.125749,0.360000,0.270000,-14.978592,87.583214,176.810508,-166.399116,-84.809960,6.917514,35.890140,26.370667,20.405000,5.965667,35.287119,59.042972,0.464333,-5.558333,6.022667,49.132825,77.159501,6.582333,-5.395333,11.977667,74.735450,57.529068,47.635333,49.316667,10.078000,26.523333,50.607333,26.523333,40.529333,6.778584,53.668545,93.943534,67.474678,-8.060000,2.963667,-8.215667,-7.590333,-6.720667,-10.023667,12.987333,49.527887,23.145575,78.921898,97.901612,-8.582333,-24.309333,15.727000,51.537891,98.142714,14.246000,45.987333,7.085333,47.608667,63.820333,8.779667,57.329333,67.076089,46.358287,74.785079,96.552696,1.077333,-12.352667,13.430000,44.507102,73.978418,13.042667,2.375667,10.667000,14.352582,64.050063,-0.803000,13.749333,-6.862333,-6.050667,7.149667,-6.050667,20.611667,47.878248,66.139726,95.244575,67.474678,9.033333,-24.553333,33.586667,89.204503,72.782651
M_IZ_L195M1NAAA,67.321753,32.678247,1.200217,70.600980,1.206667,49.828147,0.996340,58.608232,0.594743,34.984902,0.605000,99.528100,0.403333,0.198333,-10.943494,6.191831,18.948568,-202.057007,-7.451678,24.350706,80.025271,20.468333,17.328667,3.139667,85.080645,32.052745,4.261333,-5.902333,10.163667,10.653297,69.743439,3.356000,-7.465333,10.821333,33.071272,77.259796,43.114000,45.596000,6.925333,22.214667,48.119000,22.214667,41.193667,6.109344,53.898763,88.468246,67.321753,-1.857000,2.868000,-9.697000,-9.686000,-1.649000,-9.709333,12.591333,12.524265,66.906518,90.057313,67.990570,2.807000,-15.322333,18.129333,63.777562,74.433419,7.149333,52.783000,6.966000,54.167667,70.057667,9.041000,63.991000,66.906518,15.456989,75.986117,98.498563,1.654333,-15.256000,16.910333,53.140422,74.460662,-2.059667,-14.663000,12.603333,47.393044,58.054192,8.750333,16.296333,-15.153000,-15.066667,8.144667,-15.066667,31.449333,48.236198,66.638776,95.537986,67.321753,21.464667,-27.546333,49.011000,76.854620,58.345447
M_IZ_L199M2NAAA,70.208193,29.791807,0.424327,34.498103,1.371667,43.854521,0.309373,25.152303,0.276377,22.469648,1.120000,70.205670,0.415000,-0.163333,-9.403447,20.647781,80.130927,-157.747855,-39.721520,15.564419,9.487198,34.708333,27.089000,7.619333,18.747776,62.003494,11.512333,-5.742667,17.255000,88.750063,46.175998,10.655667,-15.724667,26.380333,38.495613,58.278186,47.202000,47.239000,31.389000,40.577000,49.118000,40.577000,19.256333,0.854701,48.388465,86.653424,70.208193,-9.461667,2.611000,-13.010333,-13.111000,-4.858667,-13.918000,16.529000,31.098180,69.842738,99.885845,73.820085,-4.182333,-17.533333,13.351000,58.348056,12.917504,5.690333,45.700333,5.101333,46.706667,55.911333,8.850333,50.810000,69.842738,3.299844,77.320807,99.047034,5.460000,-6.531667,11.991667,82.931821,34.822428,8.386333,-5.206000,13.592333,61.549693,58.590311,-5.577667,12.908667,-11.287333,-11.093667,-2.096000,-13.317000,26.336000,52.784196,68.640165,89.422032,79.617001,32.822667,2.155333,30.667333,86.596993,59.286027
M_IZ_L201M1NAAA,67.981235,32.018765,1.371560,71.435417,1.343333,44.722065,1.022003,53.229306,0.672687,35.035764,0.658333,91.259259,0.441667,0.243333,-43.588313,78.217501,165.837665,-176.605079,-137.269182,10.511116,58.893088,13.759667,8.693667,5.066000,68.997754,87.605553,1.604667,-7.312333,8.917000,21.098512,70.492170,3.992000,-4.598333,8.590333,53.843788,24.869792,33.261333,33.273000,-4.867333,13.518667,35.378667,13.518667,40.246000,2.343750,56.565604,91.160187,67.981235,-3.343333,1.305667,-11.495667,-11.608667,-6.620000,-11.981333,13.287000,21.141294,67.608552,95.796817,69.848335,23.981000,-9.538000,33.519000,2.942215,66.012603,15.076000,54.120333,12.335000,55.477000,68.456000,7.748667,60.707333,67.608552,29.730012,74.953642,99.283154,10.484667,-2.268333,12.753000,83.981800,69.812453,-2.832667,-28.382667,25.550000,51.828798,67.578125,6.061333,19.060667,-14.317667,-14.456333,9.411667,-14.567333,33.664667,48.192954,67.608552,90.861281,68.361126,26.800333,-25.281667,52.082000,88.229319,42.066648
M_IZ_L206M1NAAA,74.036116,25.963884,0.761753,49.808311,1.688333,35.638775,0.451369,29.513366,0.379367,24.805303,0.793333,75.748269,0.555000,0.340000,23.486418,20.299445,38.879171,-153.797750,-6.787129,21.466511,30.295798,38.074333,27.012667,11.061667,18.908943,52.998559,1.642000,-2.785000,4.427000,61.707216,42.801153,8.241333,-3.614667,11.856000,28.228554,53.545180,53.946333,56.284333,17.025667,33.471667,54.646667,33.471667,39.258667,9.391869,59.069010,94.361736,74.036116,-8.237000,-0.221667,-10.242667,-7.658000,-5.972333,-9.628000,10.021000,55.326775,13.464468,87.982565,90.194569,-6.208000,-20.326333,14.118333,93.467240,24.478584,9.609333,45.397000,3.655667,46.586333,61.027667,8.332000,57.450000,73.739126,31.444303,80.543598,97.618270,3.540333,-3.122333,6.662667,24.631730,75.503376,1.924000,-11.418333,13.342333,10.994942,72.157241,2.235000,13.542333,-5.762000,-0.154333,10.882000,-2.835667,19.304333,54.678119,24.804419,81.705518,89.527208,27.862667,-25.167333,53.030000,80.493621,55.066160
M_IZ_L206M2NAAA,74.704693,25.295307,0.821090,53.666013,1.606667,37.376297,0.510798,33.385501,0.377610,24.680392,0.688333,87.424239,0.576667,0.341667,-22.980870,88.702581,150.068231,-156.983372,-49.928675,5.269369,46.738812,24.490333,14.348333,10.142000,21.851544,54.355184,1.690667,-5.248000,6.938667,61.493067,65.105159,6.870667,-4.684333,11.555000,32.103907,84.422590,43.302667,44.061000,0.294333,20.812667,47.066000,20.812667,46.771667,4.657488,60.106214,92.002017,74.704693,-12.188333,0.676333,-14.628667,-12.141333,-9.802667,-13.925000,15.381333,55.790684,27.734415,86.639531,84.298169,-0.629667,-14.316667,13.687000,90.165849,41.359943,11.468667,48.741000,2.026000,49.894000,60.393667,7.457667,58.367667,74.393223,50.580535,80.288742,98.850596,7.873000,1.176667,6.696333,7.905424,72.112667,-2.405000,-21.127333,18.722333,76.777335,82.719569,-1.874000,11.705667,-7.379667,-0.679000,10.135667,-2.139000,19.085333,57.225115,49.539506,85.995383,83.629424,24.528333,-35.629333,60.157667,63.695556,27.868794
M_IZ_L217M1NAAA,65.680103,34.319897,1.101283,67.563395,1.226667,48.961958,0.899751,55.199432,0.549837,33.732311,0.638333,94.421315,0.388333,0.200000,-43.915305,31.455232,61.864757,-161.114916,13.608495,33.339650,16.852141,3.508333,-1.130333,4.638667,54.176495,44.431151,3.198667,-2.644667,5.843333,27.902404,78.732442,5.563667,0.159333,5.404333,36.140637,56.478015,28.381333,28.386667,-14.417667,-3.972333,26.699333,-3.972333,42.804333,0.130719,55.908906,91.077584,65.680103,-8.117000,3.946000,-9.290000,-9.529333,-6.697667,-10.873333,14.819333,39.170764,65.272086,94.647622,70.565774,-11.606333,-26.211667,14.605333,30.612245,25.847695,11.743333,38.695000,1.801667,40.092667,58.550333,7.161333,56.748667,65.272086,37.301248,75.325916,96.097987,1.380667,-12.655000,14.035667,39.257307,76.189380,6.965667,-12.933000,19.898667,10.201437,84.757869,4.911667,11.573333,-12.800667,-12.749333,6.347000,-12.749333,24.407000,48.695184,65.272086,97.447273,65.680103,13.094000,-18.372000,31.466000,88.471524,72.197840
M_IZ_L260M1NAAA,67.841331,32.158669,1.227457,64.264747,1.586667,37.818209,0.773884,40.517505,0.629143,32.939442,0.825000,72.734397,0.498333,0.263333,-47.364239,59.930317,84.909180,-112.850639,-48.341678,24.467438,-3.411110,39.422333,23.366667,16.055667,69.427836,97.679526,0.090000,-4.672000,4.762000,30.685224,67.826743,1.143667,-8.381000,9.524667,32.773860,55.628973,49.887000,55.100000,18.098667,34.809000,54.700000,34.809000,37.576000,10.497298,52.084138,86.972621,67.841331,1.455667,3.595000,-5.234333,-5.209000,0.767667,-5.444000,9.039000,9.767695,66.695442,94.664172,70.252675,3.096000,-12.418000,15.514000,86.931040,21.829613,13.575667,41.067667,7.132333,41.912667,50.164000,13.201667,43.031667,67.526180,32.305164,78.561995,99.575372,0.214333,-5.504667,5.719000,46.304842,34.500848,9.812667,-2.607333,12.420000,37.314413,96.765082,-3.198333,16.761000,-7.802000,0.859000,6.093000,-5.355667,24.563000,48.219221,24.752303,72.878824,100.000000,29.674667,-18.676000,48.350667,77.257988,55.319278
